epoch;accuracy;loss;val_accuracy;val_loss
0;0.0345225;332.9639930959044;0.04853973537683487;4.167288780212402
1;0.056309;4.548330528814335;0.06369374692440033;4.02711296081543
0;0.032049052;12.190385222003533;0.04494578018784523;4.2259063720703125
1;0.052360024;4.638835404150337;0.06101684644818306;3.955475091934204
2;0.067075096;4.482485210748686;0.07454274594783783;3.8223302364349365
3;0.07970378;4.3616889405127495;0.08705444633960724;3.7003655433654785
4;0.092117816;4.261310638306471;0.09959157556295395;3.6273181438446045
5;0.104294844;4.176793505306902;0.11128591001033783;3.578660488128662
6;0.11644745;4.101253686963499;0.12358754128217697;3.52217435836792
7;0.12931874;4.030093333995319;0.13645070791244507;3.4536514282226562
8;0.14189962;3.9633513988487796;0.149372860789299;3.379551649093628
9;0.15496927;3.9004762449969954;0.16181844472885132;3.3157496452331543
10;0.16714935;3.8411647130827835;0.17396646738052368;3.2561607360839844
11;0.17917022;3.7848763463503627;0.18579864501953125;3.2050774097442627
12;0.19090526;3.7311945562990485;0.19717712700366974;3.16432523727417
13;0.20225881;3.6801851488097554;0.20768889784812927;3.117459297180176
14;0.21268259;3.631874781947075;0.21741586923599243;3.0804624557495117
15;0.2224111;3.5860510433805266;0.22680969536304474;3.043473243713379
16;0.2318049;3.5426425221049462;0.2353668212890625;3.005506992340088
17;0.24031118;3.5014301893452813;0.24335530400276184;2.9663753509521484
18;0.2483785;3.4622891404756047;0.2508224546909332;2.938326358795166
19;0.2560023;3.4249441530635636;0.2577778995037079;2.9043898582458496
20;0.26308137;3.389325211936034;0.2643793821334839;2.874467134475708
21;0.2698344;3.355283592810887;0.2704269289970398;2.8453774452209473
22;0.27622885;3.3228295888894346;0.2762247622013092;2.826573610305786
23;0.28229573;3.2918572005216142;0.28155770897865295;2.8028290271759033
24;0.28793436;3.262208250327615;0.2865397036075592;2.7833211421966553
25;0.29337412;3.233932904383619;0.29104259610176086;2.765538215637207
26;0.29863587;3.206805065616417;0.2954518496990204;2.7514469623565674
27;0.30351004;3.1807195799993377;0.29930317401885986;2.737138032913208
28;0.30825603;3.1556125955913217;0.3029022216796875;2.7181015014648438
29;0.31271565;3.1313909922931655;0.30679017305374146;2.704380989074707
30;0.31713817;3.107927091304801;0.3103169798851013;2.6827211380004883
31;0.32139385;3.0852493053005428;0.3136032223701477;2.6694083213806152
32;0.3256012;3.063209791354812;0.3167170286178589;2.6537256240844727
33;0.3294932;3.041821663042858;0.31996867060661316;2.638390302658081
34;0.33352762;3.0209931792510987;0.3227940797805786;2.6255531311035156
35;0.3373993;3.0007690901182023;0.3257197141647339;2.6063766479492188
36;0.34108582;2.9810305504048;0.32843372225761414;2.595447301864624
37;0.344664;2.9618261607032697;0.33111926913261414;2.5763211250305176
38;0.3481608;2.9430142016395755;0.33364564180374146;2.5631988048553467
39;0.35157776;2.924595843794554;0.3360895812511444;2.548520088195801
40;0.3550461;2.906574027551029;0.3385477662086487;2.5409162044525146
41;0.35855153;2.888958479571888;0.34067434072494507;2.5289392471313477
42;0.3619344;2.871703259591044;0.34290313720703125;2.5160586833953857
43;0.36525372;2.8547847337041126;0.34551137685775757;2.5082249641418457
44;0.36848146;2.8381896407680776;0.3473454713821411;2.4992403984069824
